gene_name,LFC,logP
S100P,-0.27342,0.872668391
GAGE2B,-0.4715,0.872571222
TGFBR3L,0.22789,0.872506455
GRAMD3,0.20039,0.872506455
SYT3,0.39905,0.872474075
TMEM26,-0.073767,0.872441698
CFLAR,-0.72873,0.872118057
EIF6,0.5332,0.872085706
ZNF169,-0.42968,0.872053357
CASK,0.11637,0.871859317
AQP5,0.2772,0.871762329
UBXN10,-0.30424,0.871697683
GGPS1,-0.47418,0.871633046
BAP1,0.57201,0.871536109
OXSR1,0.33997,0.871503801
KRT13,0.027935,0.871374595
HIST2H3C,0.44578,0.871245427
SND1,-0.10708,0.871245427
LRRC37A3,-0.66339,0.871245427
ATP6V1H,0.32676,0.871180858
DLG2,-0.1739,0.871019476
SDHAF2,-0.53968,0.870890414
PHTF1,-0.3592,0.870825897
FERMT1,0.23244,0.87072914
BRCC3,-0.3429,0.870664647
SEC14L5,0.056676,0.870632404
CXorf56,0.12588,0.87053569
ZNF213,-0.065193,0.870342327
RUNDC3B,0.040789,0.870310108
SSU72,0.089923,0.870245677
JUND,0.27228,0.870181256
KDELR1,-0.52337,0.870052443
TAS2R41,-0.55702,0.86998805
HTR3A,0.32034,0.869923667
ESX1,0.27836,0.869859294
C1orf228,-0.47948,0.869730576
RNF212,0.043736,0.869698403
CEP192,0.27073,0.869666232
LATS2,-0.34714,0.869569732
HEMK1,0.21524,0.869505411
MC4R,-0.11765,0.869473255
SLCO4A1,-0.35509,0.869473255
GPR3,0.09725,0.869376798
SMIM4,-0.05139,0.86918395
SPG7,-0.49408,0.86918395
DMBX1,-0.72776,0.86918395
FAM69B,0.25004,0.869151817
GINS1,-0.45792,0.868959068
C1orf146,-0.40287,0.868894838
ABI2,-0.5415,0.868862726
ARNTL,-0.35146,0.868830617
NAIP,-0.28908,0.868702203
VASN,0.24358,0.868638011
LONRF2,-0.28977,0.868317191
THAP2,-0.19242,0.868285122
COL25A1,-0.21235,0.868285122
MSL1,-0.65962,0.868285122
CYFIP1,0.26558,0.868253055
OXR1,-0.2873,0.868188929
MDFIC,-0.30032,0.868156869
ZNF92,0.060254,0.868092757
ARHGEF33,0.34127,0.867708284
OR10G8,0.36155,0.867644238
KRTAP3-1,-0.27838,0.867612219
ELK3,-0.10881,0.867420152
ZNF578,-0.23571,0.867356149
OR2AE1,0.25637,0.867292155
DCLK2,-0.33706,0.867132212
LSM12,0.13096,0.866972327
DNAJC27,0.022672,0.866972327
APPBP2,-0.0086282,0.866876425
HSD17B4,-0.42753,0.866844462
TYW1,0.20314,0.866780543
KSR1,0.37104,0.866716634
FAM198B,-0.32904,0.866684683
H2AFB1,-0.60154,0.866588844
MMACHC,0.26955,0.866397229
KCNG2,0.24558,0.866397229
DDX4,0.26982,0.866205699
CD80,0.17721,0.86607806
TMEM114,-0.22065,0.865950457
MOB3C,0.21592,0.865791007
PTPMT1,0.38234,0.865504144
TTC34,0.21345,0.865440423
SPAG4,-0.46395,0.865440423
KCTD12,0.28022,0.86537671
C6orf226,0.26503,0.865281159
FZD10,0.35281,0.865121955
FBN3,0.35695,0.864994633
RBM26,-0.48445,0.864708296
MLLT3,0.20226,0.864676492
OR5F1,-0.41589,0.864549301
ZFYVE9,-0.45613,0.864517509
LOC101060321,0.10995,0.864485719
ATP6V0A2,0.34796,0.864422147
FTH1P18,0.16089,0.864358584
GUF1,-0.25683,0.864358584
TNFSF18,-0.40919,0.864263256
CECR6,0.24329,0.86416795
SF3B6,0.26578,0.864040908
FAM149B1,0.24617,0.86394565
MAGEL2,0.056099,0.863913903
Control_109,-0.29432,0.863850414
OR4M2,-0.29449,0.863691733
PRDM8,-0.35608,0.863596552
APOBEC3F,-0.16972,0.863406253
PAPPA,-0.35614,0.863279433
CHTF8,0.24346,0.863247734
KCNJ11,-0.098726,0.863216037
KDM4D,-0.55105,0.863216037
FLG,0.19742,0.862930869
PLSCR4,0.17839,0.862835855
DRD5,0.20685,0.862709201
JTB,-0.33379,0.862614236
UBE2J2,-0.18295,0.862582585
COPS3,0.27138,0.862266205
EMILIN1,0.21576,0.862171336
TUBA8,0.24648,0.862044876
WDR19,0.055903,0.86198166
VN1R2,-0.005667,0.86198166
NOV,0.22344,0.861918454
CUX1,-0.27389,0.861855256
SLIT2,0.17774,0.861792067
GRIN2A,-0.012099,0.861697302
AP1S2,-0.37058,0.861350005
PFDN2,0.34418,0.861318446
IRX5,-0.32524,0.861223784
RMI2,0.2411,0.8610976
PCDHB5,-0.47615,0.860939921
ARMT1,-0.29738,0.860876866
EDNRB,-0.32209,0.86059323
HSPA1L,-0.39927,0.860341264
LRRC8E,0.14923,0.860309778
HTN3,0.34113,0.860246814
NDNF,-0.43058,0.860057977
MORC2,-0.41822,0.860026512
PPM1N,-0.35077,0.859995049
P2RX4,0.086015,0.859932131
ADRB3,0.32233,0.85983777
CHODL,-0.2878,0.85974343
PAQR8,-0.60928,0.859649111
Control_95,0.088259,0.859523383
RIC1,-0.37832,0.859460533
MFAP5,-0.31565,0.859397692
ZNF397,-0.51934,0.859366275
AHCY,0.28137,0.859240629
PXDNL,-0.25551,0.859083623
AGFG1,-0.48816,0.858989447
BRD4,0.32725,0.858612945
TSEN15,-0.32716,0.858581585
MPST,0.064767,0.858518871
PDCD4,-0.3445,0.858456166
SLC25A51,-0.42419,0.858330783
ABCB10,0.21983,0.85823677
SEC16B,-0.24594,0.858205436
CNIH3,-0.038401,0.858174105
CACNA1C,0.23718,0.858142777
LIN52,-0.63217,0.858048804
OR10Q1,0.071575,0.857986167
MRPL17,-0.42529,0.857954852
ID1,0.27946,0.857829614
MYL4,0.30674,0.85779831
LRRC28,-0.24556,0.857735709
ZNF638,-0.52937,0.857735709
CD74,-0.50086,0.857673117
C5orf49,-0.53337,0.857673117
ORC6,0.5809,0.857641824
RAB11FIP3,0.10898,0.857641824
SV2B,0.014417,0.857329022
KCNJ1,0.26379,0.857297754
GPHB5,-0.64658,0.857078942
SPATA6,0.056799,0.856922716
FBRSL1,-0.36833,0.856891477
TIMP1,-0.47636,0.856829007
UFM1,0.011227,0.856735318
TM4SF18,-0.4098,0.856735318
FAM73A,-0.3383,0.856610431
OR51B4,0.079381,0.856454373
TESC,0.28939,0.856423168
PLEKHA7,-0.27544,0.856360765
UBE2K,-0.36678,0.856235985
RNF222,0.22408,0.856111242
ERP44,0.2996,0.856048884
C17orf80,-0.57192,0.855893027
CSK,0.31916,0.8558307
ZNF606,-0.15969,0.855768382
PRKCA,-0.37785,0.855768382
DLG5,0.27285,0.855706073
JPH2,0.19855,0.855612626
DNAJB11,-0.42892,0.855612626
MTMR1,0.29145,0.855581481
RAD23A,0.18007,0.855456926
KBTBD12,-0.1655,0.855332406
Control_58,-0.20313,0.855176806
PRKACB,-0.30611,0.855083473
FAIM,-0.46562,0.855083473
IGF2BP1,-0.23575,0.854865774
OCSTAMP,0.043136,0.854710341
NCS1,-0.54518,0.854399642
TMEM60,-0.13842,0.854306476
FAM163A,-0.24867,0.853996066
AQP10,-0.47587,0.853996066
OBSCN,-0.22964,0.853965037
BTNL9,0.16619,0.853871964
OR4K15,0.25757,0.853778911
FGD1,-0.12201,0.853716887
DOPEY2,0.21768,0.853468878
IFFO2,0.094034,0.853406898
ZP4,0.11634,0.853159066
KIAA0020,-0.2695,0.853159066
THSD4,0.281,0.852911375
SYNPR,-0.19467,0.852880424
ZCCHC11,-0.30893,0.852385501
TPCN1,-0.23163,0.852354587
IFIT1,-0.36574,0.852076461
TMEM218,0.33541,0.852045569
PLCB1,-0.2411,0.852045569
VSIG8,0.20696,0.851922023
ODF2L,-0.42045,0.851891142
MXRA7,-0.38083,0.851798513
KHNYN,0.17238,0.85176764
P2RY4,-0.3493,0.85176764
KRTAP9-2,0.29395,0.851705903
MAST3,0.30302,0.851675037
CCDC53,-0.26408,0.851613312
SCRN3,0.28515,0.851428191
ABCB11,-0.23197,0.851304821
KRT74,-0.24151,0.851243149
RAET1G,-0.34408,0.851119831
BLK,-0.4689,0.851119831
MAD2L1BP,-0.47636,0.85093492
Control_224,0.18818,0.850811689
CDPF1,0.23103,0.850780887
CHRD,0.081162,0.850750087
GLIPR1L2,-0.56783,0.850688494
B3GNTL1,-0.35423,0.85059612
SAP30L,0.15407,0.850565334
CACNG1,0.28326,0.850503767
B4GALNT4,0.43823,0.850442208
L3MBTL3,0.067653,0.850442208
EPS8,-0.071424,0.850380658
TMEM56-RWDD3,-0.22734,0.850380658
PRAMEF9,-0.49926,0.850380658
CEP295,-0.82323,0.850319118
DPYSL3,0.43638,0.850103793
SIGLEC9,0.30606,0.850011544
XAGE1E,-0.2689,0.850011544
ZBTB3,0.31884,0.849980798
CMTM2,-0.40861,0.849919314
FAM109A,-0.020604,0.849857838
RAB26,-0.2545,0.849765641
RCE1,0.20475,0.849673464
TNNT3,-0.41282,0.849427752
TRIM73,0.20669,0.849366346
PHOX2A,-0.17032,0.849304949
HAS1,-0.21492,0.84924356
EVX2,-0.33702,0.84924356
OTUD1,0.28154,0.849120809
SPEN,0.19592,0.848814082
OGN,-0.042678,0.848691452
GMEB2,0.25005,0.848599502
C4orf26,0.15492,0.848354397
RABAC1,0.27579,0.848293143
MCU,-0.0055209,0.84817066
RGS4,-0.46736,0.84807882
C9orf170,0.070387,0.848048211
PTGIS,0.33206,0.847987
PARP4,-0.34949,0.847925797
GTF3C1,0.38583,0.847895199
Control_241,-0.29878,0.847834009
HDAC7,0.23137,0.847711656
COX7C,-0.63357,0.847681073
ARL13B,-0.29175,0.847650492
KCNN4,0.25878,0.847619913
TET1,0.21401,0.847467052
SMOC2,-0.17538,0.847375361
TMEM212,0.19195,0.847344801
MYCBP2,0.34334,0.847253136
TMEM136,-0.12315,0.84716149
SYNC,-0.44943,0.847100404
NFXL1,0.26593,0.847069864
SLC45A3,-0.21628,0.84700879
S100A6,0.22117,0.846734065
GLT8D1,-0.53409,0.846703551
LEAP2,-0.51379,0.846673039
C12orf57,-0.20702,0.846612021
CCDC88C,0.35296,0.84652051
PUS1,-0.1738,0.84630706
CORO1C,0.27349,0.846246094
Control_36,0.029223,0.846246094
RPGRIP1,-0.64425,0.846215614
CLDN18,0.43622,0.846002313
AMDHD1,0.069756,0.845636899
NTNG1,-0.38925,0.845454308
VGLL1,-0.48266,0.845454308
N4BP2L2,-0.51572,0.845423883
ROBO2,0.30704,0.845393461
OR51E1,0.064241,0.845150158
OR51S1,0.22805,0.845058955
SCN9A,0.2112,0.844998164
OR13C9,0.2755,0.844967771
TBC1D10C,-0.17334,0.844967771
LILRA4,-0.15922,0.844694334
HACL1,-0.12367,0.844663963
OLIG1,0.15276,0.844633593
TBX1,-0.33809,0.844451423
RTBDN,0.28079,0.844360366
AREG,0.047347,0.844269329
OR4N5,0.29237,0.844147975
OR5A2,-0.23899,0.844147975
RRAS,0.33665,0.844117642
EBPL,-0.34401,0.843966008
HSD17B6,0.11951,0.843935688
LBHD1,-0.53284,0.843905369
MTA2,0.21244,0.843875053
CD52,-0.44919,0.843844739
CTLA4,0.21751,0.843814427
TIMM17A,0.27439,0.843693201
DCAF16,-0.41692,0.843662899
TMEM140,0.2656,0.843511424
ABHD17C,-0.18026,0.843390282
PCDH19,0.28568,0.843360002
PCDH20,0.25188,0.843360002
DCUN1D3,0.13426,0.843360002
DAZ3,-0.31872,0.843208632
PRDM11,0.20432,0.843148099
NFATC1,0.23169,0.843117836
ABHD14A,-0.060158,0.843117836
IMMT,0.36202,0.843057315
PXN,-0.39872,0.843057315
STARD8,-0.29043,0.842875804
HSP90AA1,0.21406,0.842785078
CLLU1,0.24553,0.842392147
ANKRD46,-0.53482,0.842331727
KCNB1,0.1866,0.842210914
DYDC1,-0.26962,0.842120326
ZNF616,-0.2865,0.842120326
FLRT2,-0.34611,0.842059944
C4orf33,-0.70838,0.841788331
CPAMD8,0.14585,0.841758162
SCFD1,-0.2129,0.841727995
NSMF,-0.58973,0.841516887
HADH,0.2879,0.841486737
PTGER2,0.18435,0.841426444
NPAP1,0.2738,0.841305882
ADAMTSL2,0.39998,0.841245613
OPALIN,-0.22627,0.841215482
PAQR3,0.27346,0.841125102
ANO7,0.014633,0.841004623
USP10,-0.17795,0.840733669
ACER3,-0.52922,0.840613299
MTRF1,0.25303,0.840372659
NBPF4,-0.086191,0.840372659
ZNF414,0.22632,0.840102099
IL10RB,-0.4088,0.840072047
CLIC1,-0.34601,0.83989178
TGFB2,-0.24024,0.839801674
ZFP41,-0.35812,0.839711587
GADL1,0.19451,0.8395915
XAGE1B,0.30852,0.839561483
RORA,0.22356,0.839441438
TSC1,-0.48488,0.839291428
STXBP2,0.20945,0.83902154
BCAS1,0.36777,0.838991563
GRIN2B,0.28939,0.838991563
SERTAD2,-0.67159,0.838991563
CSAD,-0.18651,0.838931615
ZNF507,0.18265,0.83875182
ZNF30,-0.29923,0.838691905
POLR2J3,-0.54505,0.838602047
ADGRE3,0.2629,0.838572099
SHANK3,0.37865,0.838512209
CXXC4,-0.33526,0.838482267
ZXDC,0.37359,0.838332588
PF4V1,0.21599,0.83815304
OR52H1,0.2357,0.838093208
GBA2,0.27691,0.838003475
IDO2,-0.058322,0.837883859
ZNF367,0.18636,0.837555086
RUVBL2,0.2647,0.837465463
DUSP21,0.35195,0.837316134
HMX3,0.1547,0.837316134
ANKRD34C,-0.13672,0.837316134
BBS4,-0.31692,0.837077314
JUNB,-0.37615,0.83698779
SCGB3A1,0.25345,0.836957953
OLFML2B,-0.33683,0.836868454
OR2G2,-0.32462,0.836808798
SIX3,-0.38096,0.836570257
EIF4EBP2,0.15295,0.836451035
WDR86,0.14241,0.836451035
TIMM23B,-0.49602,0.83621269
FSD2,0.067811,0.836063791
UBE2Q2,-0.30688,0.835528176
PLG,-0.086309,0.835498439
PHAX,-0.66808,0.835438971
FBXO40,0.17773,0.83540924
FASLG,-0.36554,0.835230897
TMEM9,0.0010136,0.83520118
KCNH2,0.25854,0.835141753
MED1,-0.060161,0.83496352
SNRPC,0.39183,0.834547927
FBXO10,-0.3082,0.83407345
KCNK17,0.27669,0.833984544
MBLAC2,0.34752,0.83386603
TMEM44,0.18961,0.833806785
CYB5A,0.21398,0.833629099
DEFB115,-0.24997,0.833599491
LARP4B,-0.45363,0.833569886
RXRG,0.31069,0.833481082
FAM19A2,-0.33727,0.833392297
KRTAP19-2,0.30841,0.833333117
CXCR1,-0.0081987,0.833273944
Control_8,-0.17139,0.833273944
COL21A1,-0.37567,0.833244361
CASP9,0.25942,0.833007769
ERAS,-0.65007,0.832978204
PRDM14,0.29057,0.83283041
FAM78A,-0.2499,0.832800857
REV3L,0.36804,0.83271221
PI4K2B,-0.48065,0.832446379
ADAM29,-0.41516,0.832298765
MARCKSL1,-0.4169,0.832239734
DSE,-0.1281,0.832121695
ACADVL,0.0092237,0.831915204
NXF2,-0.49769,0.831885713
IL13RA1,0.10853,0.831856225
CRCT1,-0.20307,0.831856225
PCDHB8,-0.28229,0.831856225
MAP3K7,-0.34179,0.831856225
SLC25A6,0.16405,0.83176777
ICAM2,0.15078,0.831590916
HIST2H4A,-0.49493,0.83132577
RAD50,0.35189,0.831119658
DNAJB9,-0.30787,0.831090221
PSG5,0.18058,0.830943067
KCND2,0.24833,0.830913643
LSR,0.0085595,0.830795963
HSP90B1,0.31334,0.830766549
ZWINT,0.32856,0.830590102
NPIPA8,-0.44372,0.830590102
VWC2,0.17804,0.830413727
GCG,-0.015864,0.830325566
TTC31,0.13634,0.830296183
CACYBP,0.18466,0.830031826
MED14OS,0.23777,0.829914386
ITGB2,0.2646,0.829855677
LCN15,-0.20964,0.829826326
RASSF2,0.17644,0.82976763
ITGA1,0.38427,0.829708941
CNDP2,-0.37175,0.829620924
BOD1,0.27345,0.829444941
OR5A1,0.16748,0.829415618
MKRN3,0.1044,0.829269031
MSH5,0.094672,0.829151796
Control_170,-0.18159,0.829063891
TDGF1,-0.13931,0.828976004
KIAA0100,0.029396,0.828244302
GNPAT,-0.34528,0.828127344
PTGDR,0.079229,0.828039646
ANXA6,-0.15368,0.828039646
GFRAL,0.20567,0.827981191
URM1,0.30584,0.827659826
ZBTB20,0.19086,0.827659826
HBE1,0.17929,0.827630623
SLC5A4,0.25119,0.827601422
MAG,0.25006,0.827397069
TMEM225,0.12936,0.827397069
DNASE2,-0.084623,0.827221985
EZH2,0.29475,0.82713447
SNX9,0.057696,0.826930336
B4GALT2,0.23361,0.826726299
GCNT7,-0.14412,0.826697158
NLRP6,0.36134,0.826609749
DYRK4,-0.12131,0.826434982
KIT,-0.22291,0.82620207
RAP1GDS1,0.2393,0.826143861
ZNF101,-0.17069,0.825940192
Control_43,0.1498,0.825852935
KIAA1324,-0.31177,0.825823853
MBD3,-0.47311,0.825823853
PCDHGB1,-0.44205,0.825736619
INHBB,-0.11928,0.825620334
LYSMD4,-0.26852,0.825242624
FKBP9,0.35715,0.825184544
USP45,0.17504,0.825126471
TBC1D22B,-0.37789,0.825097438
DCXR,0.19301,0.825068406
FUT5,0.25605,0.824923279
ZC3H12C,-0.47527,0.824865241
SPATA31D4,0.17916,0.824604169
PSMG2,-0.6159,0.82457517
SBF1,0.26558,0.824488187
RPRD1B,0.32729,0.824256316
LMAN1,0.16659,0.824198367
CENPM,0.30676,0.82405353
FER1L6,-0.19526,0.82405353
CHAT,-0.3796,0.82405353
IFNB1,0.28345,0.824024568
ADGRF3,0.18815,0.823792945
SPTLC2,-0.25532,0.823792945
SI,-0.3837,0.823532515
THEMIS,-0.48195,0.823532515
RBX1,0.41535,0.823503588
ACER2,-0.28923,0.823474663
FAM168B,0.17975,0.82344574
HIST1H2BB,-0.35082,0.823330067
SNX1,-0.4506,0.823127714
RPL31,0.45101,0.822954343
BRAT1,0.31425,0.822896568
CCDC146,-0.24867,0.822896568
OR5T2,-0.34948,0.822781041
N4BP3,-0.23826,0.822723289
QTRT1,0.32783,0.822492358
GAGE2A,0.19915,0.82240579
SLC26A6,0.10218,0.82240579
SLC38A7,0.30907,0.822203867
TRPC1,0.2489,0.822146191
DEDD2,-0.39088,0.822088524
PGA5,-0.12117,0.821713871
FGF6,0.13432,0.821656261
MYO10,0.30157,0.821541064
OR13C5,0.059722,0.821483476
PSG4,-0.085339,0.821454685
PHYH,0.078046,0.821425897
ABCC1,0.11428,0.821368325
ZNF726,-0.28513,0.821138113
SCTR,0.34603,0.821109345
RBBP5,0.13817,0.821109345
TNFRSF1A,-0.38716,0.821023053
COG2,-0.43016,0.821023053
SFXN5,0.28105,0.820965534
PDE4D,0.26474,0.820908023
ENOPH1,0.25065,0.82085052
DOK5,-0.55453,0.820649318
PLAG1,0.24595,0.820591848
PLEKHM3,-0.26054,0.820591848
FAH,0.35505,0.820448209
DMRT3,-0.10473,0.820390766
MYO1E,0.28416,0.820362048
ATP2B3,0.3647,0.819931499
HRC,-0.38093,0.819902811
ZNF510,-0.0050693,0.819874125
TNFAIP3,-0.29638,0.819759399
NUMBL,0.32608,0.819702048
CPNE8,-0.19721,0.819644704
ZC3H12B,0.19924,0.819616034
GSC,0.25328,0.819558702
GPR135,-0.40232,0.819186224
TMEM233,-0.079478,0.819157585
FASTKD5,-0.14639,0.81907168
FATE1,-0.060962,0.818928542
EFCAB12,-0.38268,0.818928542
LRRN4CL,0.14487,0.818728228
FAM209A,0.17685,0.818642408
AQP4,-0.48607,0.818585204
NDE1,0.32616,0.818356462
AVL9,-0.3559,0.818356462
NDUFB2,-0.44281,0.818299296
ELAVL2,0.28854,0.818184985
WWC1,-0.026724,0.818184985
OXTR,0.20507,0.818156412
NTS,0.20398,0.818070704
FBXO18,0.17535,0.817870786
BFAR,-0.33514,0.817870786
Control_190,0.15058,0.817670959
SMAD4,0.082519,0.817613883
EYA4,-0.35081,0.817499753
PITX2,0.17353,0.817357132
TMED2,0.28447,0.817328613
OR6B3,0.26535,0.817271582
CAPN3,0.38267,0.817157541
PCDHGB6,-0.27311,0.817100532
ZBTB18,-0.32128,0.81692955
LRRC49,0.26625,0.816844085
MSMO1,-0.43763,0.816673203
ZNF621,-0.065747,0.816417008
SLC39A2,-0.19771,0.816331643
AMN,0.020672,0.816217849
KIAA1804,-0.3117,0.816132523
CD4,-0.3886,0.816018781
LYZ,-0.61486,0.81599035
KRT26,0.28244,0.815933494
CPS1,0.19506,0.815933494
ERC2,-0.38849,0.815933494
SLC26A1,0.24339,0.815791387
TMEM99,0.079772,0.815762971
PTPN20,-0.49336,0.815677734
CT83,-0.11158,0.815620919
PPEF1,-0.5048,0.815620919
ZDHHC13,-0.30468,0.815535711
CCND1,0.29978,0.815478914
NKTR,-0.053697,0.815365343
KIZ,-0.52427,0.815336955
PLEK2,0.20445,0.815195043
PKM,-0.19733,0.815081546
CMKLR1,-0.49653,0.814996444
MON1A,0.41716,0.814684542
DPYSL4,0.2697,0.814542843
VANGL2,-0.21256,0.814542843
KIAA1024L,-0.18354,0.8142879
ANXA10,0.28584,0.81417464
CD5L,-0.22861,0.814089715
DDX58,-0.097684,0.81406141
HSD3B1,-0.17725,0.81406141
SHOX2,-0.50439,0.81406141
NCDN,0.29265,0.814004806
CCDC159,0.2554,0.813863328
ADD2,-0.14894,0.813835038
ADAMTS3,0.27947,0.813750179
PHLDB2,-0.4584,0.813608784
EPC1,0.2188,0.813354389
C14orf79,-0.30232,0.813354389
ZNF772,-0.13953,0.813213123
TTI1,0.092331,0.813128386
FFAR3,-0.52423,0.813015428
ZBTB39,0.32923,0.812987193
ZNF679,-0.2458,0.812930729
FBXL13,-0.43427,0.8127896
CHMP3,0.0042883,0.81276138
GALNTL5,-0.20688,0.81276138
ZNF195,0.0085778,0.812592098
RPF2,0.34225,0.81256389
KCNK5,-0.074963,0.812422881
PHLDA3,0.13318,0.812338297
ATOH8,0.19458,0.812141
SCAMP5,0.2083,0.811971959
SNUPN,-0.12391,0.811859301
ARHGAP44,0.099709,0.811774827
ZNF514,-0.22841,0.81171852
HRH4,-0.22453,0.811437096
NSMAF,0.25506,0.811352704
SLC17A4,-0.29859,0.811324577
PRR15,0.24308,0.811212087
CYP4A22,-0.5271,0.810987195
ITPRIPL1,-0.2056,0.810959092
EXOC6B,-0.224,0.810874793
BATF2,-0.22746,0.810706244
DCT,0.17169,0.810565837
MAVS,0.21622,0.810481614
LHX1,-0.20038,0.810425474
DNASE1L3,0.10128,0.8102571
TADA1,-0.3886,0.810229044
CCDC177,-0.34155,0.810172937
CA8,-0.055486,0.80997662
CNGA2,0.19624,0.809808419
ZNF566,-0.6668,0.809808419
GLDC,0.18654,0.809640284
DSG3,0.29987,0.809612267
FGF16,-0.47526,0.80950022
GAS7,0.2048,0.809472213
BTNL10,0.37031,0.809276213
CFAP57,0.24714,0.809276213
NFAT5,-0.37071,0.809136267
TNNC1,0.22396,0.808996366
PYGO2,-0.33414,0.808996366
F11R,0.25562,0.808912447
CCL22,-0.25024,0.808912447
NOLC1,0.48516,0.80885651
WARS2,0.16096,0.80885651
MAGEB3,-0.48002,0.80885651
TAF9B,0.14056,0.808744658
BAG3,0.11337,0.808604883
NMT1,-0.4082,0.808437212
ZNF419,0.16468,0.808381337
C16orf92,-0.34285,0.808213752
ANKRD32,-0.10108,0.808157905
CASP1,0.21401,0.807711387
TRPM6,-0.12286,0.807655605
HMGN2,-0.49862,0.807627716
CCL20,-0.23147,0.807544061
OSBPL6,-0.50832,0.8074883
PKMYT1,0.21116,0.80732106
UHMK1,0.28704,0.807265328
RPS13,0.62048,0.807181743
CSN1S1,-0.55751,0.806931084
MCM2,-0.060344,0.806903242
MEX3A,0.31716,0.806791892
DDB1,0.28912,0.806736227
USP17L24,0.18841,0.80651364
C11orf98,-0.12128,0.806458011
ZNF655,-0.43061,0.806458011
MYO9B,0.1977,0.80631897
COL4A3,-0.46558,0.80631897
SYBU,0.18917,0.806291168
MAP4K3,-0.34274,0.806179974
SRPRB,0.30853,0.806013237
GSK3A,-0.37309,0.805957672
SPOPL,0.011122,0.805818791
PHF2,0.16413,0.805763251
SLC2A14,-0.29284,0.805763251
THEM4,-0.26205,0.805624433
UNC93A,0.099213,0.805513409
TLE6,0.24327,0.805319187
PDZRN4,0.20442,0.805319187
MYO1C,0.16529,0.805097326
PDE4DIP,0.026061,0.804986437
LSM2,0.27422,0.804931004
TADA2B,0.41228,0.804847866
HOMEZ,-0.55134,0.804847866
PCDHA3,0.24611,0.804737042
SYNPO,-0.22329,0.80470934
RHBDF2,-0.27566,0.80470934
RASAL3,-0.57808,0.804626245
NPHS2,-0.59606,0.804626245
SLC4A3,-0.22639,0.804570858
LRRTM2,0.18224,0.804294025
SYNJ1,-0.41119,0.80421101
OR8A1,0.27262,0.804072686
RALGAPB,-0.27065,0.803989713
KAZALD1,0.3354,0.803934407
FAM126B,0.35103,0.803602716
TRPV1,0.02448,0.803464586
SEL1L3,-0.18271,0.803216062
RGAG4,0.40831,0.803050459
SLC16A6,-0.094998,0.802967681
TAS1R2,0.18278,0.802857335
KIF9,0.15463,0.802774594
RHOQ,-0.55632,0.802609159
KTN1,-0.41862,0.802443787
TEX13A,0.16096,0.802416231
PIGU,-0.3654,0.802416231
NCBP2,-0.22315,0.802140768
CXXC1,0.25306,0.802058164
CNTN1,-0.33184,0.802058164
MAP7,0.24145,0.801810443
GABBR1,0.054976,0.801755414
ZASP,-0.3862,0.801672882
FCN1,0.065705,0.801562865
Control_245,0.079757,0.801507866
ARID2,0.32299,0.801370401
CFAP69,-0.34604,0.801342913
EXT1,0.20428,0.800930804
NHSL2,0.085743,0.800628839
ZNF805,0.1508,0.800464219
SPAG7,0.30495,0.800327083
DEFA5,0.20139,0.800162578
ACSBG1,-0.28573,0.800162578
APC,-0.36033,0.800162578
ANGPTL6,0.3277,0.79988854
Control_37,0.19521,0.799806363
PRR20E,0.17939,0.799614676
PLEKHM1,0.26828,0.799559924
OCLN,0.22347,0.799559924
IGSF9B,0.26568,0.799395708
GPR68,0.22295,0.79925891
OR5H1,0.076063,0.79925891
SMIM22,-0.38896,0.799204202
USP17L7,-0.25984,0.799176851
PDCD6IP,-0.23655,0.799149502
FAM219B,-0.38532,0.798958104
KIDINS220,0.11036,0.798930769
TMEM156,-0.048074,0.798684826
TCL1B,0.22451,0.798657507
UBQLN4,0.18912,0.798493633
PPBP,-0.13598,0.798411719
CORO1B,0.34295,0.798302524
KCNN1,0.32112,0.798193357
TXNRD2,-0.17762,0.79816607
WDR54,0.018685,0.797975105
BST1,-0.36369,0.797975105
OR6K3,-0.065443,0.797920559
SH3PXD2A,-0.10986,0.797893289
MFAP3,0.20808,0.79786602
XKR8,0.17182,0.797811488
FNIP2,0.15592,0.797756962
GPN3,0.30895,0.797702444
SLC22A12,0.23428,0.797511683
GLG1,0.24102,0.797457195
FGD6,-0.27399,0.797375476
AKTIP,0.20488,0.797293773
PALM3,-0.56145,0.797157635
SUSD5,0.25351,0.797048755
KCTD17,-0.20138,0.796912694
OTX2,-0.33641,0.79658632
FKBP5,0.0131,0.796531948
TAS2R16,-0.67096,0.796396048
DLX5,-0.053906,0.79620586
RELL1,0.18917,0.796151536
CD84,-0.36092,0.796151536
TJP3,0.22625,0.796097219
ELOF1,-0.35107,0.796070063
PLSCR5,-0.39829,0.795988605
WDR91,-0.23665,0.795744322
HMGA1,-0.36163,0.795635795
UNC13A,0.25493,0.795527296
MSH4,-0.23202,0.795283273
C2orf71,-0.098389,0.795256167
CLEC4G,0.023733,0.795201962
ZNF865,0.23434,0.795066478
GABRA6,-0.15215,0.795039386
RBM47,-0.36645,0.795039386
RSPO2,-0.46117,0.795012296
NUP210,0.33028,0.794958121
ARHGEF38,-0.30299,0.794958121
LRIT2,-0.10079,0.794768561
RXFP3,0.31258,0.794714416
PDHA2,-0.11001,0.794470849
EBF2,0.27745,0.794443794
SMG8,-0.21674,0.794416741
GNB3,-0.013084,0.794281502
BPIFA1,-0.29924,0.794065206
